TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
"""6ª FEIRA""";B1001262300000;21/07/2010;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,2;;2010;;INDEFINIDO;NÃO;CLEAR LIGHT COMUNICAÇÃO LTDA;03.609.296/0001-30;RJ;RIO DE JANEIRO
"""MTV AO VIVO BAILÃO DO RUIVÃO - NANDO REIS E OS INFERNAIS""";B1001313300000;21/10/2010;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;52;;2010;;INDEFINIDO;NÃO;DELICATESSEN - PRODUÇÃO DE FILMES LTDA.;08.440.376/0001-29;SP;SAO PAULO
"""TCHIBUM"" É O PRIMEIRO LIVRO INFANTIL DE GUSTAVO BORGES";B1001284400000;19/08/2010;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;4,2;;2009;;INDEFINIDO;NÃO;EDITORA GLOBO S.A.;04.067.191/0001-60;RJ;RIO DE JANEIRO
(DES)ENCONTROS;B1001259100000;15/07/2010;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13,8;;2009;;INDEFINIDO;NÃO;MACADAMIA PRODUCOES CINEMATOGRAFICAS LTDA;09.352.760/0001-32;RJ;RIO DE JANEIRO
002 SURF;B1001285800000;19/08/2010;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;60,0;;1990;;INDEFINIDO;NÃO;PEDRO CEZAR PRODUÇÕES ARTÍSTICAS LTDA;07.299.608/0001-08;RJ;RIO DE JANEIRO
00:01;B1001246700000;30/06/2010;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;6,7;;2010;;INDEFINIDO;NÃO;LEONARDO MARTINS DOMINGOS;PESSOA FÍSICA;DF;BRASILIA
1 ANO, 6 MESES E ALGUNS DIAS;B1001318500000;28/10/2010;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,0;;2010;;INDEFINIDO;NÃO;MARCIO ELI OLIVEIRA NOGUEIRA;PESSOA FÍSICA;RJ;RIO DE JANEIRO
11' 15'' 29 QUADROS;B1001260700000;19/07/2010;DEFERIDO;NÃO CLASSIFICADA;NÃO INFORMADO;NÃO INFORMADO;NÃO SERIADA;12,3;;2008;;INDEFINIDO;NÃO;SOBRETUDO PRODUÇÃO AUDIOVISUAL E ARTÍSTICA LTDA.;10.441.993/0001-90;RJ;RIO DE JANEIRO
147;B1001164500000;25/02/2010;DEFERIDO;ANIMAÇÃO;NÃO INFORMADO;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4;;2010;;INDEFINIDO;NÃO;MARCELO TANNURE;PESSOA FÍSICA;MG;NOVA LIMA
180º;B1001247700000;01/07/2010;DEFERIDO;FICÇÃO;NÃO INFORMADO;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;85;;2010;;INDEFINIDO;NÃO;LIMITE PRODUÇÕES LTDA;03.847.111/0001-26;RJ;RIO DE JANEIRO
