Condecine - Valores Arrecadados por Mês - Em Reais (R$) - 2016;;;;;;;;;;;;;
;;;;;;;;;;;;;
;Valor Total Arrecadado;;;;;;;;;;;;
;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
Condecine-Remessa;2.672.634,18;487.338,14;146.343,00;239.871,41;1.874.090,71;6.738.800,12;123.669,66;216.089,69;2.995.444,78;4.326.312,89;243.710,79;263.374,06;20.327.679,43
Condecine-Títulos;7.135.362,60;8.856.373,38;12.022.659,31;10.085.275,12;9.895.997,33;7.768.176,79;10.400.868,43;9.500.902,06;7.979.531,12;6.307.074,15;8.589.896,29;8.468.856,33;107.010.972,91
Condecine-Teles;35.736,03;76.131,30;1.095.545.098,77;357.436,04;96.525,49;56.584,19;95.248,46;683.866,65;273.918,03;106.827,57;32.638,21;26.771,80;1.097.386.782,54
Dívida Ativa;23.491,15;11.654,42;26.421,89;25.606,24;25.436,65;2.620,49;25.434,65;40.675,49;46.839,47;15.571,29;71.326,97;30.607,34;345.686,05
;;;;;;;;;;;;;
;Valor Após Abatimento da DRU;;;;;;;;;;;;
;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
Condecine-Remessa;1.870.843,93;341.136,70;102.440,10;167.909,99;1.311.863,50;4.717.160,08;86.568,76;151.262,78;2.096.811,35;3.028.419,03;170.597,55;184.361,84;14.229.375,61
Condecine-Títulos;4.994.753,82;6.199.461,37;8.415.861,52;7.059.692,58;6.927.198,13;5.437.723,75;7.280.607,90;6.650.631,44;5.585.671,78;4.414.951,90;6.012.927,40;5.928.199,43;74.907.681,02
Condecine-Teles;25.015,22;53.291,91;766.881.569,14;250.205,23;67.567,84;39.608,93;66.673,92;478.706,65;191.742,62;74.779,30;22.846,75;18.740,26;768.170.747,77
Dívida Ativa;16.443,81;8.158,09;18.495,32;17.924,37;17.805,66;1.834,34;17.804,26;28.472,84;32.787,63;10.899,90;49.928,88;21.425,14;241.980,24
;;;;;;;;;;;;;
Notas:;;;;;;;;;;;;;
1. A Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional (CONDECINE) é estabelecida na Medida Provisória 2228-1/2001 em três modalidades, com diferentes fatos geradores: Condecine-Títulos (incisos I e II do Art. 33), Condecine-Remessa (Parágrafo 2º do Art. 33) e Condecine-Teles (inciso III do Art. 33).;;;;;;;;;;;;;
"2. O cálculo do “Valor Total Arrecadado” foi feito por estimativa dos valores da Desvinculação das Receitas da União (DRU), com a seguinte metodologia: até o exercício 2015, o valor destinado ao Fundo Setorial do Audiovisual (FSA) foi dividido por oito e multiplicado por dez; a partir do exercício 2017, o valor destinado ao FSA foi dividido por sete e multiplicado por dez.  A opção por estimar os valores da DRU é necessária, pois na consulta por fontes, na qual pode-se ver os valores efetivos da DRU, não há distinção na codificação entre as três modalidades da Condecine, desde a reformulação da classificação por Natureza de Receita em 2016.";;;;;;;;;;;;;
3. O “Valor Total Arrecadado” da Dívida Ativa não pode ser alcançado pelo método de estimativa, pois há outras regras - além da DRU - de destinação referentes a honorários advocatícios. Por outro lado, podemos consultar o valor exato “Valor Total Arrecadado” pela conta contábil, pois ela permanece discriminada da Condecine.  ;;;;;;;;;;;;;
4. Os valores disponíveis nesse arquivo são valores correntes do ano de referência.;;;;;;;;;;;;;
Fonte: Tesouro Gerencial, dados extraídos em 13/05/2019.;;;;;;;;;;;;;
;;;;;;;;;;;;;
Elaboração: Coordenação de Edição e Publicação de Conteúdo - CEC/SAM/ANCINE. Publicado em 27/06/2019.;;;;;;;;;;;;;
Informações retificadas em 10/10/2025.;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
