Condecine - Valores Arrecadados por Mês - Em Reais (R$) - 2018;;;;;;;;;;;;;
;;;;;;;;;;;;;
;Valor Total Arrecadado;;;;;;;;;;;;
;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
Condecine-Remessa;239.676,01;694.730,56;1.667.050,16;379.168,94;226.347,63;9.407.223,14;353.807,71;4.215.811,60;1.772.311,56;336.787,89;319.191,71;375.502,40;19.987.609,31
Condecine-Títulos;5.233.991,44;7.035.317,71;9.417.026,06;9.594.843,13;8.782.836,72;6.998.784,06;7.467.422,08;8.824.268,21;7.544.313,44;6.689.948,03;8.671.571,03;6.070.343,17;92.330.665,08
Condecine-Teles;42.183,21;61.141,03;549.043.789,04;419.518.030,50;229.328,40;404.511,83;41.034,93;40.628,07;37.191,57;50.509,56;627.888,60;652.420,93;970.748.657,67
Dívida Ativa;82.909,62;29.766,76;167.839,20;44.427,76;94.296,65;63.985,87;98.355,64;79.327,89;142.034,01;88.425,02;86.582,05;90.512,77;1.068.463,24
;;;;;;;;;;;;;
;Valor Após Abatimento da DRU;;;;;;;;;;;;
;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
Condecine-Remessa;167.773,21;486.311,39;1.166.935,11;265.418,26;158.443,34;6.585.056,20;247.665,40;2.951.068,12;1.240.618,09;235.751,52;223.434,20;262.851,68;13.991.326,52
Condecine-Títulos;3.663.794,01;4.924.722,40;6.591.918,24;6.716.390,19;6.147.985,71;4.899.148,84;5.227.195,46;6.176.987,75;5.281.019,41;4.682.963,62;6.070.099,72;4.249.240,22;64.631.465,57
Condecine-Teles;29.528,25;42.798,72;384.330.652,33;293.662.621,35;160.529,88;283.158,28;28.724,45;28.439,65;26.034,10;35.356,69;439.522,02;456.694,65;679.524.060,37
Dívida Ativa;58.036,84;20.836,86;117.487,58;31.099,56;66.007,79;44.790,23;68.849,08;55.529,69;99.423,95;61.897,69;60.607,55;63.359,09;747.925,91
;;;;;;;;;;;;;
Notas:;;;;;;;;;;;;;
1. A Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional (CONDECINE) é estabelecida na Medida Provisória 2228-1/2001 em três modalidades, com diferentes fatos geradores: Condecine-Títulos (incisos I e II do Art. 33), Condecine-Remessa (Parágrafo 2º do Art. 33) e Condecine-Teles (inciso III do Art. 33).;;;;;;;;;;;;;
"2. O cálculo do “Valor Total Arrecadado” foi feito por estimativa dos valores da Desvinculação das Receitas da União (DRU), com a seguinte metodologia: até o exercício 2015, o valor destinado ao Fundo Setorial do Audiovisual (FSA) foi dividido por oito e multiplicado por dez; a partir do exercício 2017, o valor destinado ao FSA foi dividido por sete e multiplicado por dez.  A opção por estimar os valores da DRU é necessária, pois na consulta por fontes, na qual pode-se ver os valores efetivos da DRU, não há distinção na codificação entre as três modalidades da Condecine, desde a reformulação da classificação por Natureza de Receita em 2016.";;;;;;;;;;;;;
3. O “Valor Total Arrecadado” da Dívida Ativa não pode ser alcançado pelo método de estimativa, pois há outras regras - além da DRU - de destinação referentes a honorários advocatícios. Por outro lado, podemos consultar o valor exato “Valor Total Arrecadado” pela conta contábil, pois ela permanece discriminada da Condecine.  ;;;;;;;;;;;;;
4. Os valores disponíveis nesse arquivo são valores correntes do ano de referência.;;;;;;;;;;;;;
Fonte: Tesouro Gerencial, dados extraídos em 13/05/2019.;;;;;;;;;;;;;
;;;;;;;;;;;;;
Elaboração: Coordenação de Edição e Publicação de Conteúdo - CEC/SAM/ANCINE. Publicado em 27/06/2019.;;;;;;;;;;;;;
Informações retificadas em 10/10/2025.;;;;;;;;;;;;;
